time (s),Plane0_R_x,Plane1_R_x,Plane2_R_x,Plane3_R_x,Plane4_R_x,Plane5_R_x,Plane0_R_y,Plane1_R_y,Plane2_R_y,Plane3_R_y,Plane4_R_y,Plane5_R_y,Plane0_R,Plane1_R,Plane2_R,Plane3_R,Plane4_R,Plane5_R,class
1637853812.5,0.0012393706706753,0.0181566781151784,0.0112744490655905,0.0151361737221039,0.0189098490908948,0.012783778632612,0.0006547281111653,0.0088874842713747,0.0232566695825879,0.0582302182922777,0.0584903306417447,0.1086521086603662,0.0110222476684281,0.0250491489351256,0.0155606576531453,0.0397866496613221,0.0674680749502844,0.0131911846004316,0
1637853812.7,0.0004347475625605,0.0151469605063907,0.0130877559030916,0.0137926432495997,0.0168263119096803,0.0118022293349012,0.0017045231281979,0.0080174332351053,0.0241854421680488,0.0582914077240895,0.0550200757252306,0.1051735500301112,0.0083515451999698,0.0214235012509503,0.0129696795997588,0.0386631295058252,0.0636363948760484,0.0161472103707977,0
1637853812.8,0.0002862500360252,0.0136447933897198,0.0139401129957679,0.0121511219975443,0.0162386423079021,0.010845699844324,0.0046299938129392,0.0091858153484484,0.024240457386403,0.0585452260700486,0.0560038320062011,0.1056637346741356,0.0129894089425352,0.0208462645318007,0.0138356563930784,0.041761789582889,0.06552389499193,0.0155740036550629,0
1637853813.1,0.0010306020840447,0.0147345757724085,0.014168607907636,0.0134753289836498,0.0175952940893289,0.0137241265560997,0.0011636394251505,0.0050170265086285,0.0218538336060473,0.0546214767167489,0.0536069690346312,0.1036485964321665,0.0136362593809623,0.0195198148959377,0.0142708487503096,0.0402878129124213,0.0673192142501312,0.0165464465289915,0
1637853814.0,0.0021331522827443,0.0171944846145815,0.013328936383799,0.0138699485110062,0.0159577843835558,0.0111836916545268,0.0021887091024137,0.0108772433689006,0.0229886727453008,0.0610973984788825,0.0590668361333573,0.1047592768006181,0.0126534635788082,0.0197061086138435,0.0147199169278544,0.0398329152603324,0.0669216784144327,0.0207133915763524,0
1637853814.2,0.001115179734092,0.0148131517916403,0.0127908472380928,0.0155143603091031,0.0195787115500536,0.0149508368641229,0.0022034868791666,0.010572244848412,0.0209517188381576,0.0586784865480449,0.0585966294749953,0.1037677553114822,0.0128315629347935,0.0242988269741278,0.0155091339260707,0.0417124686953136,0.0679265409781123,0.0194451043896817,0
1637853814.4,0.0041540224799579,0.0126221175674771,0.0105498526217238,0.0128944052013967,0.0158833935276886,0.0113005323929422,3.7695139213781146e-05,0.0060776054176309,0.0203927471807944,0.0607197758663057,0.0542369880855438,0.1034805368114935,0.0141068640374942,0.0199529573116055,0.0145084660816872,0.0424005926585239,0.0642751098108113,0.0209262388584519,0
1637853815.0,0.0017030956875677,0.0143541044162052,0.0124229627235586,0.0149491165707444,0.0186552560176445,0.0122190275846136,0.0009413953740298,0.0087401620190053,0.0213402300404241,0.0608070703542668,0.0560708654997871,0.103396139250198,0.0141085139703986,0.022280071685685,0.0147646591582862,0.040609417405115,0.0668179290945509,0.0229710350867859,0
1637853815.5,0.0010667530856142,0.0147347069066404,0.0136609957778506,0.0120908962141046,0.0177219578637767,0.0093287714770125,0.0002127273309611,0.0094273080076874,0.0201549683266688,0.0575360022903931,0.0563479581077724,0.1047762351572675,0.0138006277408736,0.020796314593587,0.0144780600708321,0.0416390755742143,0.066163445146468,0.0253633470669939,0
1637853815.6,0.0031869161438164,0.0152015519811673,0.0128982524067526,0.0136412754876319,0.0181459064431903,0.0113818549625929,0.0036291529449603,0.009935643854064,0.0215981531851174,0.061619325052723,0.0570016234062346,0.1031363985058423,0.0120073678650103,0.0222842953745914,0.0158456697682558,0.0426564254845354,0.068307158713186,0.0238226875460135,0
1637853816.1,0.0011443026979527,0.0167061064427567,0.0142660454850034,0.0137404160597982,0.0199419680752223,0.0120232367325175,3.31895858384534e-05,0.0116825405132981,0.0228144399617365,0.0626925208951037,0.0583267467854525,0.1061340492145709,0.0171270485834081,0.0213760987555241,0.0164487979514535,0.0384480978937785,0.0688686072370989,0.0240171832378506,0
1637853816.2,0.0012608972795203,0.0160941137420588,0.0159215449948832,0.0146965666748031,0.0180441482204797,0.0116957116410131,0.0003378875980649,0.0148312522367382,0.0239411104226977,0.0621656382294306,0.0643320687578577,0.1081634995132101,0.0128021478112174,0.0256010224024306,0.0168709821334274,0.0423559551265763,0.0651054806444661,0.0264923021052849,0
1637853816.7,0.0001094420454607,0.0149622481531947,0.0163751333447577,0.0163624909595192,0.0191168541029605,0.0130667780304602,0.0027559630289764,0.0091829064530707,0.0247014923456003,0.0611734723684013,0.0583512992120999,0.1065190284527237,0.0132012157422015,0.024256973133874,0.0161477201187367,0.0392201112258822,0.0669453960546534,0.0263539888870499,0
1637853816.9,0.004475771903707,0.0179608029901432,0.0155272836500109,0.0164379695793674,0.0173223136395776,0.01400814469954,0.0021769163124905,0.0134281503985072,0.0239119923902475,0.0616551928407963,0.0599785648604901,0.1054022444775548,0.0175016695717688,0.0240192980648372,0.014182569925069,0.0408213083964124,0.0662108184239812,0.0268653268032678,0
1637853817.1,0.0010552305796527,0.0209022047917343,0.0147698739177097,0.0166788060576756,0.0181175637478709,0.013945329511123,0.0012009210238018,0.0119972543083789,0.0210986933579203,0.0621948487489692,0.0600785310510781,0.1051047373963391,0.0147169217756754,0.0229519303950578,0.0160932546169334,0.0440910867178643,0.066929664552537,0.0262213745842404,0
